Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,20,TOT,NBA,SG,77,1916,,34%,47%,16%,2%,-0.8,-2.1,36,22,13,0,,0,,407,0,3,32
2001-02,20,BOS,NBA,SG,48,1003,,14%,78%,7%,1%,+0.7,-2.1,15,8,5,29,,2,,179,11,1,15
2001-02,20,PHO,NBA,SG,29,913,,56%,13%,27%,4%,-2.6,-2.3,21,14,8,27,,6,,228,8,2,17
2002-03,21,PHO,NBA,SG,82,2255,,75%,9%,16%,,+1.1,-0.1,46,35,27,49,,11,,460,44,8,50
2003-04,22,PHO,NBA,SG,82,3331,,80%,6%,13%,1%,-3.7,+2.9,94,66,39,76,,19,,831,101,21,74
2004-05,23,PHO,NBA,SF,82,3240,,,74%,26%,,+8.6,+6.2,66,52,30,64,,11,,709,64,14,57
2005-06,24,ATL,NBA,SG,82,3340,1%,80%,18%,1%,,-6.5,-6.9,120,83,64,83,,27,,1179,114,36,40
2006-07,25,ATL,NBA,SG,57,2359,,49%,48%,3%,,-4.3,+2.6,69,52,55,42,,22,,541,103,26,45
2007-08,26,ATL,NBA,SG,82,3343,,93%,5%,2%,,-0.8,+7.7,97,71,55,56,,29,,1054,134,32,68
2008-09,27,ATL,NBA,SG,79,3124,,60%,35%,5%,,+2.3,+2.2,72,67,56,80,,21,,1071,121,25,72
2009-10,28,ATL,NBA,SG,76,2886,,63%,36%,1%,,+6.1,+3.7,69,47,29,56,,10,,847,95,20,57
2010-11,29,ATL,NBA,SG,72,2554,,58%,40%,3%,,+1.3,+6.3,62,39,45,55,,20,,780,90,26,64
2011-12,30,ATL,NBA,SG,60,2127,,58%,41%,1%,,+5.5,+5.0,60,34,22,28,,10,,527,54,8,27
2012-13,31,BRK,NBA,SG,72,2642,,55%,33%,12%,,+5.2,+9.5,69,34,20,38,,10,0,624,63,12,22
2013-14,32,BRK,NBA,SG,79,2575,,61%,10%,28%,,+0.7,+4.0,62,30,27,47,0,17,2,515,64,17,23
2014-15,33,BRK,NBA,SG,80,2791,,31%,60%,9%,,-2.5,+2.1,69,48,20,52,1,11,4,673,52,10,24
2015-16,34,TOT,NBA,SF,81,2703,,,83%,17%,,-4.4,+6.1,72,63,25,0,0,0,0,711,0,9,28
2015-16,34,BRK,NBA,SF,57,1934,,,91%,9%,,-4.4,+6.1,63,36,17,34,1,10,1,522,40,5,23
2015-16,34,MIA,NBA,SF,24,769,,,64%,36%,,+6.5,+5.6,9,27,8,14,0,6,4,189,14,4,5
2016-17,35,UTA,NBA,SF,49,1089,1%,42%,55%,1%,,+3.7,-1.8,8,27,4,26,0,1,1,190,17,4,6
