Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,20,MEM,NBA,PG,53,1381,.428,10.1,.794,.452,.093,.084,.165,.206,.453,.535,.268,.378,.370,.330,.113,.002,1,.867,.253,.435,2,0
2008-09,21,MEM,NBA,PG,82,2508,.442,13.3,.703,.318,.097,.073,.215,.297,.458,.522,.338,.358,.452,.406,.149,.007,5,.955,.272,.390,2,0
2009-10,22,MEM,NBA,PG,80,2569,.445,12.3,.745,.337,.127,.090,.190,.255,.464,.564,.448,.293,.380,.387,.111,.001,1,.927,.283,.483,1,0
2010-11,23,MEM,NBA,PG,81,2872,.444,12.2,.772,.292,.197,.086,.197,.228,.466,.626,.346,.341,.404,.369,.204,.003,3,.938,.217,.447,1,0
2011-12,24,MEM,NBA,PG,62,2174,.433,13.2,.768,.282,.167,.061,.257,.232,.450,.622,.307,.357,.375,.377,.195,.000,0,.883,.214,.500,2,0
2012-13,25,MEM,NBA,PG,80,2757,.440,13.0,.688,.323,.155,.070,.139,.312,.476,.563,.336,.455,.443,.362,.295,.001,1,.802,.167,.449,2,0
2013-14,26,MEM,NBA,PG,73,2446,.450,13.5,.717,.266,.184,.069,.198,.283,.484,.613,.379,.437,.426,.361,.243,.002,2,.695,.168,.306,5,0
2014-15,27,MEM,NBA,PG,70,2225,.446,13.5,.686,.276,.169,.100,.142,.314,.473,.588,.430,.398,.352,.386,.241,.000,0,.720,.159,.432,3,0
2015-16,28,MEM,NBA,PG,56,1761,.422,13.5,.691,.261,.139,.115,.175,.309,.449,.544,.402,.400,.377,.363,.273,.001,1,.782,.177,.421,2,0
2016-17,29,MEM,NBA,PG,39,1262,.443,16.1,.591,.202,.138,.086,.166,.409,.465,.584,.442,.417,.366,.410,.221,.000,0,.606,.114,.577,5,0
