Player,Sim,1,2,3,4
Quincy Acy,,2.5,1.7,1.5,1.1
Robert Traylor,92.2,2.5,1.9,1.2,1.0
Corie Blount,92.1,2.5,1.7,1.2,0.9
James Hardy,89.1,2.5,1.8,1.3,0.7
Mark Madsen,88.7,2.7,1.9,1.1,1.1
Al Thornton,88.6,2.2,1.6,1.3,1.1
Joe Bryant,88.0,2.2,1.5,1.3,1.2
Mark Acres,87.5,2.5,2.2,1.6,0.9
Jason Smith,86.6,2.2,1.6,1.5,0.7
George Lee,86.0,2.6,1.7,1.2,0.6
Brady Walker,85.9,2.8,1.9,1.2,1.0
